order_id,order_date,customer_id,product_id,product_category,product_price,discount_percent,quantity,customer_country,traffic_source
19796,2025-01-30,10815,4470,Sports,520.9,30,1,Germany,Email
19797,2024-08-03,20419,5482,Home Decor,767.31,5,3,UK,Paid Ads
19798,2023-01-30,19370,6119,Beauty,598.54,20,4,Australia,Social Media
19799,2024-09-18,48044,1256,Footwear,568.48,10,3,UK,Direct
19800,2024-06-03,24309,2676,Electronics,555.58,0,4,USA,Email
19801,2025-05-30,20690,7368,Home Decor,27.34,5,1,USA,Organic
19802,2023-10-02,49273,1586,Sports,58.86,5,5,Australia,Direct
19803,2024-05-06,47340,4389,Beauty,273.09,25,1,Canada,Email
19804,2025-04-06,11167,3255,Footwear,130.1,10,4,Canada,Paid Ads
19805,2025-04-26,40819,6250,Fashion,593.64,25,2,UK,Email
19806,2023-02-05,18448,2039,Electronics,126.1,40,2,UK,Direct
19807,2023-11-07,23941,6279,Electronics,678.19,25,2,Australia,Direct
19808,2023-02-13,33889,2917,Sports,729.11,15,2,USA,Organic
19809,2023-06-04,12435,2370,Home Decor,85.18,40,5,Australia,Paid Ads
19810,2023-03-18,28132,7864,Footwear,778.88,25,3,USA,Email
19811,2024-08-12,12674,7319,Accessories,78.12,40,3,USA,Paid Ads
19812,2024-09-04,45219,7575,Footwear,572.07,20,5,UAE,Paid Ads
19813,2024-03-13,22754,6914,Home Decor,776.35,30,4,Australia,Paid Ads
19814,2024-03-07,35378,1267,Footwear,70.53,40,4,Australia,Direct
19815,2024-06-25,19004,1418,Beauty,796.69,25,3,UK,Organic
19816,2023-02-08,25416,2170,Electronics,586.03,30,3,UAE,Direct
19817,2023-08-27,42120,7112,Sports,539.99,15,1,Canada,Paid Ads
19818,2023-01-13,31143,5752,Home Decor,262.58,5,3,Australia,Social Media
19819,2023-05-02,24611,7910,Electronics,303.22,20,4,Germany,Direct
19820,2023-05-24,32427,5607,Accessories,291.25,40,5,UK,Direct
19821,2024-11-14,18343,2416,Home Decor,671.95,10,3,Canada,Social Media
19822,2024-03-30,29667,4054,Footwear,417.16,20,3,USA,Paid Ads
19823,2024-01-03,32807,2709,Accessories,733.72,15,3,Australia,Direct
19824,2025-01-28,27509,6664,Fashion,412.71,0,2,Canada,Social Media
19825,2023-09-04,16526,2742,Accessories,96.21,10,3,UAE,Organic
19826,2023-02-14,11397,7300,Fashion,303.79,0,1,Canada,Organic
19827,2025-02-03,29196,7028,Electronics,412.69,30,5,Canada,Social Media
19828,2024-01-10,43048,7338,Electronics,579.42,30,2,USA,Organic
19829,2023-10-18,19668,1738,Electronics,515.38,5,5,India,Organic
19830,2023-07-26,42313,1185,Accessories,622.33,20,4,UAE,Paid Ads
19831,2024-06-02,17624,6972,Beauty,181.73,25,2,India,Direct
19832,2023-08-30,38563,3914,Accessories,779.0,0,3,Germany,Paid Ads
19833,2024-09-13,17506,4298,Sports,497.95,20,2,USA,Direct
19834,2023-04-24,10520,6219,Beauty,560.37,5,2,USA,Email
19835,2025-03-29,11726,5702,Footwear,41.99,30,5,Germany,Email
19836,2023-10-29,15228,7476,Fashion,617.94,10,1,UK,Paid Ads
19837,2023-10-03,17287,7367,Footwear,179.87,15,1,UAE,Direct
19838,2023-04-06,14997,6182,Fashion,558.1,20,4,Canada,Social Media
19839,2023-10-21,48154,5331,Footwear,475.53,25,2,Canada,Social Media
19840,2024-12-01,35492,2809,Fashion,450.59,15,4,UAE,Paid Ads
19841,2023-12-26,33023,3953,Footwear,796.17,0,1,Germany,Social Media
19842,2023-10-15,13921,1365,Home Decor,485.04,0,5,USA,Organic
19843,2023-06-03,30118,5431,Fashion,406.67,5,3,USA,Direct
19844,2024-07-23,28429,6534,Accessories,620.72,25,4,Germany,Organic
19845,2024-02-27,48891,1242,Fashion,493.57,10,4,UAE,Organic
19846,2025-04-29,40525,5532,Home Decor,110.17,0,1,Canada,Direct
19847,2023-02-19,22019,6532,Electronics,706.64,10,5,UAE,Organic
19848,2023-07-26,37308,3608,Sports,480.42,40,2,India,Social Media
19849,2024-07-17,20044,1079,Home Decor,350.31,15,2,Germany,Organic
19850,2025-05-03,41138,7200,Beauty,278.57,0,3,Germany,Email
19851,2025-06-01,11645,4037,Fashion,319.63,15,2,India,Social Media
19852,2024-10-23,13441,4699,Footwear,457.64,10,3,Canada,Social Media
19853,2024-07-18,10919,3648,Sports,525.1,15,3,UK,Paid Ads
19854,2023-08-01,48194,2444,Home Decor,631.9,15,4,UAE,Social Media
19855,2023-03-07,23710,7831,Home Decor,665.17,20,1,UAE,Email
19856,2023-08-20,30335,6458,Sports,577.73,10,2,Australia,Email
19857,2025-06-03,43179,2268,Footwear,566.85,25,3,UAE,Organic
19858,2025-03-21,31651,6241,Sports,183.66,5,4,Germany,Email
19859,2025-04-29,40716,6758,Sports,727.17,0,4,India,Social Media
19860,2024-10-24,45626,5981,Beauty,64.76,40,1,Canada,Paid Ads
19861,2024-12-17,41439,4167,Fashion,657.67,30,4,Germany,Social Media
19862,2023-11-16,12750,1762,Accessories,690.68,5,5,India,Social Media
19863,2025-02-05,16314,3673,Home Decor,632.69,40,5,Germany,Paid Ads
19864,2023-05-17,27870,6732,Home Decor,512.27,0,3,USA,Social Media
19865,2025-05-30,42716,6818,Footwear,668.33,20,1,Germany,Social Media
19866,2024-10-08,22438,1614,Accessories,543.3,0,2,Germany,Paid Ads
19867,2024-07-19,19632,7923,Sports,705.14,15,4,USA,Social Media
19868,2023-03-06,13371,1142,Accessories,308.61,0,2,UAE,Direct
19869,2024-05-28,24754,1590,Sports,735.0,20,5,India,Organic
19870,2023-05-12,41296,2595,Sports,203.32,30,1,USA,Social Media
19871,2023-11-30,42170,2861,Fashion,613.67,40,2,UK,Email
19872,2023-02-01,41933,1274,Electronics,32.3,25,4,Germany,Email
19873,2025-05-17,26283,3484,Accessories,611.26,0,5,USA,Email
19874,2025-06-16,24367,1668,Beauty,209.9,0,2,USA,Direct
19875,2025-05-21,28753,7845,Accessories,797.62,40,3,Australia,Email
19876,2024-05-12,40779,7773,Accessories,444.35,15,1,Germany,Social Media
19877,2023-08-31,49933,6858,Beauty,467.8,20,1,USA,Paid Ads
19878,2023-07-11,17346,2784,Home Decor,170.85,0,1,Canada,Direct
19879,2023-05-22,36347,7880,Electronics,122.74,5,4,Germany,Organic
19880,2024-10-21,46538,1893,Fashion,189.51,15,1,UAE,Social Media
19881,2024-08-23,33952,7253,Beauty,429.22,20,1,USA,Social Media
19882,2024-07-14,20354,7994,Sports,126.99,30,3,USA,Email
19883,2024-10-09,25101,5903,Sports,287.35,20,2,UAE,Email
19884,2023-07-10,43859,1291,Home Decor,372.74,5,3,Canada,Paid Ads
19885,2023-05-29,37045,6828,Beauty,715.36,15,4,Canada,Direct
19886,2024-08-21,34383,4475,Beauty,82.15,5,3,UAE,Direct
19887,2024-02-20,35986,1993,Beauty,329.5,5,1,UK,Email
19888,2024-06-03,43611,3502,Accessories,496.13,30,1,Australia,Organic
19889,2025-01-04,32737,5449,Home Decor,457.55,20,3,Germany,Social Media
19890,2025-05-18,39341,5793,Home Decor,603.26,0,3,Canada,Social Media
19891,2023-01-16,27261,1294,Home Decor,319.85,0,3,India,Organic
19892,2025-03-18,38618,5717,Fashion,16.99,40,4,India,Paid Ads
19893,2023-04-16,39271,5437,Footwear,372.29,0,2,Australia,Social Media
19894,2023-10-10,48868,3472,Home Decor,120.7,15,1,Germany,Direct
19895,2023-04-14,16512,4889,Beauty,240.43,40,1,Germany,Email
19896,2023-12-27,32069,2466,Beauty,23.14,25,4,USA,Email
19897,2024-10-19,30015,5023,Fashion,576.85,10,1,UK,Organic
19898,2023-02-04,38483,5839,Sports,108.25,15,2,USA,Direct
19899,2023-04-23,44329,3484,Beauty,729.69,15,3,Australia,Direct
19900,2023-11-04,31831,4813,Sports,705.83,5,3,Germany,Paid Ads
19901,2023-02-22,38908,2470,Home Decor,212.07,25,4,India,Email
19902,2025-05-08,26587,6800,Sports,585.01,20,3,Australia,Direct
19903,2023-03-22,31060,2521,Accessories,498.41,40,2,UK,Email
19904,2024-09-07,20831,5637,Footwear,378.73,20,5,Australia,Paid Ads
19905,2025-04-13,32463,7454,Accessories,424.03,0,1,Australia,Organic
19906,2024-01-04,43631,2236,Beauty,129.18,10,1,India,Email
19907,2023-08-30,30093,5924,Fashion,785.67,0,1,USA,Organic
19908,2023-01-31,39544,6799,Accessories,668.43,30,2,UAE,Organic
19909,2025-04-08,37597,1456,Electronics,532.8,30,3,UAE,Social Media
19910,2024-12-04,33354,3851,Sports,767.65,20,3,UK,Social Media
19911,2025-05-18,40746,1396,Sports,785.97,10,4,Germany,Social Media
19912,2023-12-27,18725,6549,Footwear,217.92,40,4,UK,Direct
19913,2023-08-21,36414,4446,Electronics,500.89,20,3,UK,Direct
19914,2024-09-01,24201,3649,Sports,293.98,20,1,Canada,Direct
19915,2023-02-03,28696,4771,Sports,733.36,0,4,Canada,Direct
19916,2023-08-31,25413,6633,Sports,235.56,30,3,UAE,Email
19917,2023-02-28,37505,1291,Home Decor,599.69,40,5,Germany,Paid Ads
19918,2025-02-09,40527,4244,Home Decor,754.75,10,4,Germany,Email
19919,2024-06-12,29042,6597,Sports,655.9,5,4,Australia,Email
19920,2023-03-19,38070,1591,Electronics,249.77,15,1,Australia,Paid Ads
19921,2024-12-18,30699,6768,Sports,114.87,10,4,UAE,Direct
19922,2023-10-29,41642,1782,Footwear,33.14,15,5,Germany,Direct
19923,2024-11-08,44244,6286,Sports,261.28,5,3,UK,Organic
19924,2025-03-13,44780,5150,Electronics,668.2,25,4,Canada,Organic
19925,2025-06-15,46092,2466,Beauty,96.16,25,1,USA,Direct
19926,2023-04-22,20144,7997,Accessories,159.93,40,5,Canada,Social Media
19927,2024-02-17,15855,5686,Home Decor,139.17,25,4,Australia,Organic
19928,2025-06-18,34575,1259,Electronics,514.04,30,1,UK,Organic
19929,2023-11-13,38884,6007,Fashion,42.84,20,1,Canada,Direct
19930,2025-05-14,31647,7888,Sports,507.76,5,1,UAE,Email
19931,2023-05-25,40730,7778,Sports,292.87,20,4,India,Paid Ads
19932,2024-10-29,43298,5618,Fashion,701.15,15,3,Australia,Organic
19933,2024-11-20,39119,4567,Beauty,574.31,30,1,Germany,Organic
19934,2025-05-07,23516,1991,Footwear,571.47,40,5,Australia,Organic
19935,2024-10-09,29086,2045,Electronics,510.69,5,2,Germany,Direct
19936,2025-04-06,40051,1192,Accessories,708.66,5,3,Canada,Organic
19937,2023-01-18,11631,2077,Beauty,679.06,30,1,Germany,Paid Ads
19938,2023-12-17,36962,3905,Accessories,304.07,0,2,Australia,Social Media
19939,2023-06-04,43614,5610,Fashion,581.66,20,5,Australia,Paid Ads
19940,2025-02-22,34229,4551,Sports,23.75,30,4,UAE,Organic
19941,2024-05-20,35932,4936,Sports,169.43,30,4,Germany,Paid Ads
19942,2025-02-16,28254,3016,Fashion,411.61,0,1,USA,Organic
19943,2023-12-26,45014,4797,Fashion,610.88,15,2,Germany,Email
19944,2023-11-28,19654,5619,Accessories,602.72,20,1,USA,Organic
19945,2024-06-11,12197,2659,Accessories,665.65,25,1,Germany,Direct
19946,2023-01-12,36538,7849,Fashion,284.43,15,2,UK,Paid Ads
19947,2023-03-16,13602,2892,Accessories,178.19,40,3,UK,Social Media
19948,2023-07-31,37793,1007,Beauty,641.76,10,3,UK,Email
19949,2024-11-21,37184,5995,Sports,419.35,25,3,India,Organic
19950,2024-10-02,23224,7443,Accessories,55.14,15,1,USA,Email
19951,2023-10-10,38258,5800,Home Decor,10.31,25,4,Canada,Direct
19952,2023-07-14,43143,3949,Electronics,745.42,10,4,India,Direct
19953,2025-02-18,26406,1957,Sports,663.52,5,1,Germany,Social Media
19954,2023-01-30,12672,6240,Home Decor,484.09,15,5,Canada,Social Media
19955,2023-01-09,22570,3343,Fashion,766.04,20,2,Australia,Direct
19956,2023-11-05,43797,7485,Electronics,268.93,20,4,Australia,Social Media
19957,2024-03-20,47143,1546,Footwear,551.48,15,1,Germany,Direct
19958,2023-11-06,26776,2918,Footwear,590.6,5,2,India,Organic
19959,2024-11-07,46285,3865,Sports,730.35,25,5,UK,Social Media
19960,2024-12-05,35669,4495,Electronics,128.75,40,5,UK,Social Media
19961,2024-03-01,32508,3369,Accessories,381.56,40,3,India,Direct
19962,2025-03-27,18675,7781,Beauty,698.19,0,5,Canada,Organic
19963,2025-02-10,14923,2041,Footwear,626.88,30,3,USA,Email
19964,2024-12-04,38498,6064,Electronics,459.4,25,2,Canada,Paid Ads
19965,2024-08-13,36799,7725,Sports,67.44,30,5,USA,Direct
19966,2024-11-21,42854,5129,Fashion,44.18,25,3,UAE,Direct
19967,2023-04-01,44411,2035,Footwear,486.87,20,1,USA,Direct
19968,2024-03-31,18910,1276,Fashion,266.36,30,1,India,Direct
19969,2024-03-19,31216,7203,Electronics,240.62,15,1,Canada,Organic
19970,2024-12-27,12229,7783,Footwear,160.86,40,2,Australia,Paid Ads
19971,2023-03-20,45237,4599,Accessories,698.06,25,5,Canada,Paid Ads
19972,2024-04-19,49364,6838,Sports,536.46,40,1,UK,Email
19973,2023-04-13,12248,6910,Footwear,642.44,0,5,Australia,Social Media
19974,2024-09-14,26966,3452,Fashion,584.72,20,5,India,Organic
19975,2024-03-31,46887,3108,Electronics,231.91,30,4,Germany,Social Media
19976,2023-11-10,43640,7442,Footwear,736.0,25,2,India,Direct
19977,2023-09-04,45151,3063,Sports,772.56,30,5,UK,Direct
19978,2023-08-22,34548,6817,Fashion,526.35,30,5,Australia,Email
19979,2024-08-16,46489,7154,Footwear,652.35,0,1,USA,Direct
19980,2024-10-05,36068,2235,Beauty,408.34,15,1,UK,Email
19981,2023-08-23,23887,2812,Footwear,446.73,0,4,UK,Direct
19982,2025-02-28,16897,1399,Home Decor,457.39,20,4,UK,Organic
19983,2024-01-22,11094,7132,Accessories,185.06,15,2,Germany,Direct
19984,2025-04-26,14487,2994,Electronics,625.14,30,4,UK,Paid Ads
19985,2024-09-02,24314,3208,Sports,644.53,10,4,USA,Organic
19986,2023-02-07,25269,7229,Sports,388.52,10,2,UAE,Paid Ads
19987,2023-06-10,31555,5256,Fashion,282.35,5,2,UK,Paid Ads
19988,2024-04-06,28689,7756,Beauty,548.83,30,5,Canada,Organic
19989,2024-03-24,31988,5599,Accessories,440.88,15,4,USA,Organic
19990,2023-04-27,34981,5705,Electronics,19.1,20,1,UAE,Direct
19991,2023-08-29,44422,6262,Home Decor,733.82,20,3,UAE,Organic
19992,2023-01-26,31365,5416,Fashion,595.79,15,1,India,Organic
19993,2024-10-09,32894,7019,Electronics,394.51,15,5,Australia,Social Media
19994,2024-07-15,36630,5827,Electronics,709.5,25,5,Australia,Email
19995,2025-03-16,38672,6663,Electronics,775.84,5,5,Australia,Direct
19996,2023-10-25,22626,7023,Sports,148.61,25,1,India,Direct
19997,2025-03-15,21961,4363,Beauty,642.63,25,1,UAE,Email
19998,2023-06-03,16769,7243,Accessories,645.73,40,4,Canada,Paid Ads
19999,2025-01-01,44870,4026,Sports,255.26,5,1,Germany,Email
20000,2024-10-13,41348,5407,Accessories,42.68,0,5,UK,Email
20001,2024-04-12,13852,2623,Fashion,30.69,0,1,USA,Direct
20002,2023-02-18,29288,4202,Home Decor,497.54,40,3,USA,Direct
20003,2024-10-15,11453,2165,Electronics,665.64,25,5,USA,Paid Ads
20004,2023-02-15,35454,1479,Fashion,73.41,5,2,India,Organic
20005,2024-11-05,39048,3507,Accessories,255.69,25,5,Australia,Direct
20006,2023-10-12,41912,5342,Beauty,784.78,5,3,Australia,Paid Ads
20007,2025-02-18,30903,2118,Sports,302.51,20,1,India,Paid Ads
20008,2024-09-19,43554,7366,Beauty,603.15,15,4,USA,Email
20009,2023-03-23,22564,5131,Beauty,221.69,0,5,USA,Organic
20010,2023-02-13,13219,6087,Fashion,200.29,30,2,Germany,Social Media
20011,2024-12-06,25195,5639,Fashion,457.71,40,3,USA,Email
20012,2025-02-08,17258,1975,Fashion,339.13,20,3,Canada,Paid Ads
20013,2023-09-30,16699,7656,Beauty,547.74,15,1,India,Direct
20014,2024-01-29,44541,5590,Footwear,317.7,0,5,UAE,Paid Ads
20015,2025-02-24,37761,1819,Accessories,329.27,40,3,UK,Organic
20016,2025-02-28,28426,2932,Electronics,584.15,40,4,Germany,Social Media
20017,2024-08-17,24506,2354,Fashion,61.41,10,2,UAE,Direct
20018,2023-02-27,25959,2010,Footwear,389.43,30,5,India,Social Media
20019,2024-07-18,30626,5170,Sports,673.51,25,3,Germany,Paid Ads
20020,2023-01-01,44393,4736,Fashion,21.37,25,4,USA,Paid Ads
20021,2023-08-04,44239,5415,Sports,398.94,15,2,Germany,Email
20022,2023-11-13,27730,4972,Fashion,86.5,20,3,India,Email
20023,2023-08-16,19306,1124,Accessories,700.75,30,1,Australia,Organic
20024,2024-04-17,10013,4262,Accessories,104.76,25,1,Canada,Social Media
20025,2024-04-28,35747,4796,Fashion,292.56,5,1,USA,Direct
20026,2025-02-04,44594,3530,Home Decor,568.53,0,3,Germany,Direct
20027,2024-11-01,38118,4147,Electronics,95.5,40,1,Canada,Direct
20028,2023-10-14,34984,4123,Beauty,654.13,5,3,Canada,Organic
20029,2024-05-25,39055,1429,Sports,147.47,10,2,UAE,Social Media
20030,2024-07-31,31891,1204,Electronics,120.1,5,5,Germany,Organic
20031,2025-03-31,46920,5290,Home Decor,457.18,20,3,India,Paid Ads
20032,2024-04-02,12561,5043,Accessories,651.95,25,4,USA,Social Media
20033,2023-04-05,21841,1275,Home Decor,123.81,15,3,Germany,Direct
20034,2024-05-07,44670,2702,Fashion,126.84,15,3,UK,Social Media
20035,2025-02-03,21350,4635,Sports,161.69,10,2,India,Direct
20036,2023-05-30,24387,4633,Electronics,766.69,0,3,Germany,Email
20037,2023-01-23,42458,1040,Sports,624.02,20,1,UAE,Paid Ads
20038,2025-01-25,26592,3813,Accessories,104.97,10,1,UAE,Email
20039,2023-08-03,11822,6546,Sports,94.87,20,3,Australia,Organic
20040,2024-02-03,17741,7960,Accessories,409.25,0,4,UK,Organic
20041,2024-02-14,10545,1070,Beauty,430.97,30,5,USA,Email
20042,2023-05-11,11127,1302,Fashion,604.75,10,5,Germany,Social Media
20043,2025-05-04,23355,6698,Accessories,411.84,15,4,India,Email
20044,2023-05-28,26630,1557,Home Decor,230.13,30,2,USA,Direct
20045,2024-01-16,49212,3088,Beauty,120.78,20,5,UK,Paid Ads
20046,2023-04-19,10619,5587,Home Decor,260.39,25,3,USA,Social Media
20047,2024-07-05,44726,5300,Electronics,366.73,30,2,USA,Paid Ads
20048,2023-05-01,37611,2436,Footwear,297.31,10,1,Germany,Social Media
20049,2023-10-22,49449,4752,Beauty,470.85,25,5,Australia,Organic
20050,2023-04-30,36991,4924,Home Decor,94.98,25,4,UAE,Organic
20051,2024-03-31,19421,5781,Sports,699.85,25,1,UAE,Email
20052,2024-06-13,18548,4352,Footwear,782.05,0,5,Canada,Direct
20053,2023-06-18,45146,6378,Footwear,760.03,30,5,Canada,Social Media
20054,2024-12-10,43652,1029,Sports,612.87,20,1,Germany,Email
20055,2023-05-23,39172,5198,Fashion,662.18,25,4,USA,Email
20056,2023-02-06,19950,2877,Accessories,556.41,15,3,USA,Paid Ads
20057,2024-11-28,23031,5865,Home Decor,287.18,20,3,UK,Email
20058,2023-09-18,19649,6896,Beauty,754.72,0,5,UK,Direct
20059,2023-08-19,49111,3105,Electronics,380.95,10,1,USA,Paid Ads
20060,2023-09-11,26934,7659,Sports,430.64,10,1,Germany,Paid Ads
20061,2023-11-25,18391,3503,Beauty,80.0,5,4,UAE,Organic
20062,2023-10-24,35966,1402,Accessories,220.31,25,4,Germany,Paid Ads
20063,2023-01-10,39010,3644,Fashion,719.16,25,5,Germany,Direct
20064,2024-03-21,25071,2037,Fashion,194.19,40,3,India,Organic
20065,2025-04-15,24102,4432,Electronics,720.84,40,5,UK,Email
20066,2023-08-18,26437,5306,Sports,217.1,15,5,Germany,Paid Ads
20067,2024-06-19,10163,3537,Accessories,314.57,5,2,UAE,Email
20068,2023-03-19,49566,5474,Home Decor,560.8,10,1,USA,Paid Ads
20069,2024-02-29,23697,6839,Accessories,339.61,25,3,UAE,Direct
20070,2023-07-12,29173,7139,Footwear,654.76,10,2,Australia,Social Media
20071,2024-02-05,26197,7729,Home Decor,132.07,20,4,UK,Email
20072,2023-04-19,39677,3113,Sports,129.55,10,1,India,Direct
20073,2025-03-02,47285,3624,Electronics,244.9,10,5,USA,Organic
20074,2023-09-20,39248,1391,Electronics,413.16,40,2,Germany,Social Media
20075,2023-11-25,19445,3824,Fashion,98.43,20,4,UAE,Organic
20076,2023-12-29,19521,2146,Footwear,532.12,15,2,UK,Social Media
20077,2025-05-16,19177,3793,Home Decor,673.03,30,4,UK,Direct
20078,2024-01-13,21380,4896,Footwear,566.46,0,5,UAE,Social Media
20079,2025-02-18,48127,5305,Fashion,412.45,5,3,Canada,Paid Ads
20080,2023-12-07,41225,1847,Home Decor,681.52,30,4,Australia,Social Media
20081,2023-09-16,48420,5948,Beauty,315.29,15,2,UAE,Social Media
20082,2023-12-01,27464,3286,Beauty,304.3,30,1,UAE,Social Media
20083,2023-03-26,35234,6016,Electronics,583.37,20,4,Australia,Paid Ads
20084,2024-06-05,47916,5598,Accessories,155.91,30,4,UK,Email
20085,2025-03-11,24769,2495,Home Decor,687.24,5,2,UAE,Social Media
20086,2025-03-24,45033,3542,Electronics,585.07,30,5,India,Organic
20087,2024-07-24,31025,2712,Fashion,51.7,5,4,Germany,Social Media
20088,2023-11-04,43616,5680,Footwear,350.0,20,1,UAE,Email
20089,2023-09-19,18657,3021,Accessories,690.46,0,5,Germany,Organic
20090,2025-06-16,47429,7447,Accessories,738.07,25,4,USA,Paid Ads
20091,2025-03-07,17711,3764,Fashion,351.21,10,3,UAE,Email
20092,2024-09-22,47367,3619,Fashion,81.49,5,4,India,Social Media
20093,2024-11-10,48429,2397,Fashion,56.91,25,3,USA,Social Media
20094,2025-05-14,35950,6675,Beauty,96.45,40,5,USA,Social Media
20095,2024-12-01,42657,3839,Electronics,715.01,0,2,USA,Organic
20096,2024-03-27,23636,7322,Home Decor,424.95,5,1,Germany,Email
20097,2023-09-08,48879,6003,Footwear,207.09,15,2,USA,Email
20098,2023-11-20,39212,6769,Accessories,360.19,5,4,USA,Organic
20099,2023-08-17,15515,5853,Home Decor,57.31,40,5,USA,Social Media
20100,2024-12-02,41202,3974,Accessories,279.42,10,5,USA,Paid Ads
20101,2025-04-07,41028,7583,Footwear,241.4,10,3,USA,Social Media
20102,2024-09-27,18610,3405,Electronics,615.38,30,5,UK,Organic
20103,2024-08-18,24570,7819,Electronics,298.04,25,5,India,Direct
20104,2023-10-24,27843,1521,Electronics,764.18,0,4,Germany,Email
20105,2024-12-27,30916,6058,Electronics,263.68,30,2,Germany,Social Media
20106,2023-08-25,16029,3032,Accessories,62.57,40,5,Canada,Organic
20107,2024-09-16,32673,1724,Fashion,615.71,40,4,Australia,Email
20108,2023-08-05,28597,3725,Footwear,135.7,20,4,USA,Email
20109,2025-04-12,42310,4053,Sports,330.15,25,5,Canada,Email
20110,2023-09-03,25924,4045,Home Decor,228.56,25,5,UK,Organic
20111,2024-03-23,15528,5269,Accessories,191.79,15,1,UK,Email
20112,2025-04-26,35021,4266,Accessories,778.35,5,1,UK,Organic
20113,2023-11-15,10046,2052,Home Decor,250.99,5,2,Canada,Direct
20114,2024-03-07,39790,2636,Home Decor,507.61,0,2,Canada,Social Media
20115,2024-02-08,22120,2842,Footwear,664.41,40,5,Australia,Organic
20116,2025-06-04,36088,7331,Home Decor,606.41,15,2,UAE,Paid Ads
20117,2023-02-06,34274,6306,Beauty,210.66,15,3,Australia,Social Media
20118,2024-07-29,41371,1132,Accessories,788.23,0,4,UK,Email
20119,2024-12-31,11286,1881,Beauty,107.52,40,3,India,Direct
20120,2023-12-08,42176,2373,Electronics,229.29,15,5,Australia,Paid Ads
20121,2024-01-24,43710,6159,Electronics,238.97,20,1,India,Email
20122,2023-02-03,28674,7899,Accessories,381.76,30,1,USA,Direct
20123,2023-02-08,38301,6639,Beauty,346.61,30,3,Canada,Organic
20124,2024-08-01,48220,4179,Fashion,273.53,40,5,Germany,Paid Ads
20125,2023-07-28,29043,6303,Electronics,36.77,15,4,UAE,Email
20126,2025-04-09,27515,5044,Footwear,523.38,5,1,Germany,Direct
20127,2025-05-05,12368,3421,Fashion,661.13,30,1,India,Direct
20128,2023-06-01,39145,6557,Footwear,15.22,0,1,USA,Organic
20129,2025-06-17,29928,6203,Beauty,674.15,30,5,Canada,Social Media
20130,2023-12-31,18658,3805,Fashion,56.66,5,5,Australia,Organic
20131,2023-07-18,25763,3892,Fashion,102.07,30,5,USA,Direct
20132,2024-08-23,14057,7405,Footwear,189.6,15,4,Canada,Direct
20133,2025-01-29,24559,2097,Fashion,739.58,0,3,Australia,Paid Ads
20134,2025-04-14,30418,2332,Electronics,765.24,15,4,Australia,Paid Ads
20135,2023-03-20,19670,7041,Fashion,504.7,5,4,India,Organic
20136,2024-04-21,47151,6957,Electronics,367.69,40,2,UK,Direct
20137,2024-03-09,15572,1894,Sports,226.98,15,2,India,Direct
20138,2025-03-07,24493,2305,Footwear,493.56,40,4,UK,Paid Ads
20139,2025-04-21,43427,6019,Fashion,164.14,15,4,UAE,Social Media
20140,2023-02-01,10185,1971,Sports,219.88,40,1,Australia,Email
20141,2023-03-28,27130,5148,Fashion,78.47,5,5,Germany,Organic
20142,2024-07-04,13834,2959,Sports,492.87,20,2,Canada,Paid Ads
20143,2024-01-28,18724,7851,Beauty,411.73,0,1,Australia,Email
20144,2024-09-04,33440,7926,Sports,731.77,15,2,UK,Organic
20145,2023-09-01,29359,4543,Sports,709.74,10,5,Australia,Email
20146,2023-08-20,32699,2548,Home Decor,208.14,5,2,UAE,Organic
20147,2024-08-02,30593,2730,Accessories,131.3,10,5,Germany,Social Media
20148,2023-07-11,35697,4060,Footwear,242.67,15,3,UAE,Email
20149,2024-06-23,12863,1730,Footwear,236.08,30,1,USA,Organic
20150,2023-09-27,34199,2510,Accessories,5.58,30,2,India,Direct
20151,2025-01-07,28817,1684,Footwear,631.44,15,2,Canada,Organic
20152,2023-03-18,39572,5942,Accessories,699.67,40,3,UK,Email
20153,2025-01-04,21316,3103,Sports,282.03,15,5,UK,Email
20154,2025-06-02,36467,7678,Sports,160.06,0,5,India,Direct
20155,2023-06-16,43408,2574,Accessories,274.06,5,1,UK,Paid Ads
20156,2023-10-11,36190,1608,Electronics,683.83,5,4,UAE,Direct
20157,2024-12-04,11484,1276,Fashion,172.75,25,4,UK,Direct
20158,2023-03-30,32238,2165,Accessories,752.92,30,4,Australia,Organic
20159,2024-06-27,13792,6900,Home Decor,305.89,15,2,Canada,Email
20160,2024-10-10,28309,7943,Electronics,654.28,10,5,Australia,Organic
20161,2023-06-05,11331,4561,Footwear,280.39,5,3,India,Social Media
20162,2023-09-07,48220,1235,Home Decor,643.04,25,4,India,Paid Ads
20163,2023-04-05,25895,1830,Fashion,735.17,25,3,Australia,Email
20164,2023-01-17,41957,5915,Sports,479.93,20,3,USA,Social Media
20165,2023-04-27,17575,2353,Footwear,747.08,30,3,UAE,Direct
20166,2023-11-29,11643,2813,Fashion,212.97,20,1,Australia,Organic
20167,2025-04-02,49627,1430,Sports,186.7,10,1,Australia,Organic
20168,2024-06-05,31481,4480,Footwear,148.39,25,4,Canada,Paid Ads
20169,2023-03-21,39729,3539,Home Decor,736.42,15,2,Canada,Paid Ads
20170,2024-10-07,32286,5723,Accessories,489.42,30,2,India,Organic
20171,2024-03-07,36868,4164,Sports,263.83,10,3,Australia,Email
20172,2023-07-22,46478,4193,Footwear,272.19,20,4,USA,Email
